order_id,order_key,organisation_id,status,total,completed_date,job_id
9385,wc_order_HY1UCVyiO0uKv,275,completed,646.8,2022-07-26 16:02:53,896
9386,wc_order_pnuYSaqwJFnyA,245,completed,1435.5,2022-07-27 15:01:40,897
9392,wc_order_H08jnRdApps2Y,1516,completed,599.5,2022-11-21 13:38:35,971
9393,wc_order_qcjmOwrmIdNXE,232,completed,963.6,2022-07-19 14:53:08,898
9396,wc_order_xa8jaDnvEoS5a,2639,completed,327.8,2022-06-20 15:15:14,837
9397,wc_order_JTqsZk4NhFPn8,2351,completed,809.6,2022-06-20 15:18:54,775
9399,wc_order_XyJ0ciLSeB3DC,65,completed,660.0,2022-06-22 16:01:40,664
9405,wc_order_jjvc8jIKhnvwL,285,completed,1202.85,2022-06-23 13:33:54,832
9406,wc_order_USIAK2g7WTqNq,67,completed,506.0,2022-06-23 14:34:36,801
9407,wc_order_VdH7jFqH8eZOv,197,completed,222.75,2022-08-15 14:32:27,899
9408,wc_order_Goj3RPFkXCfC2,2397,completed,2750.0,2022-08-26 15:01:39,900
9411,wc_order_teJs6sQ15K2uM,1046,completed,1213.3,2022-09-14 12:17:49,901
9412,wc_order_eLREJoNjCp6dr,2655,completed,170.5,2022-06-29 15:58:14,902
9416,wc_order_h9PHsYZJqcp3W,152,completed,165.0,2022-07-11 15:46:38,903
9417,wc_order_IQGJoGer0sWJz,181,completed,583.0,2022-06-27 14:31:54,846
9418,wc_order_K9pQeNCzCXLQo,2656,completed,170.5,2022-07-05 15:36:47,905
9420,wc_order_7t66CT5HtsghJ,2657,completed,1379.4,2022-06-28 16:22:23,
9423,wc_order_H1XArvelYx2ES,2617,completed,1361.77,2022-06-29 16:00:13,
9424,wc_order_iwnSATDWN4Md2,138,completed,2321.0,2022-06-29 16:27:04,847
9425,wc_order_NQMtlgzeJ8FKM,2658,completed,170.5,2022-07-21 08:49:16,904
9429,wc_order_8cZ6UTpHMMceI,362,completed,1188.0,2022-09-20 14:22:18,907
9431,wc_order_PallVcLOEzV1F,2645,completed,426.8,2022-07-05 15:35:49,852
9438,wc_order_PYxUo0AhaTMqT,84,completed,669.9,2022-08-08 14:54:19,915
9444,wc_order_bFFDGaJXXPGx9,399,completed,412.5,2022-07-13 16:04:38,845
9445,wc_order_cDehr4JCIKmZD,77,completed,363.0,2022-07-13 16:05:23,683
9447,wc_order_hq7Eb8JRWNh5p,284,completed,1056.0,2022-11-14 19:19:45,909
9448,wc_order_53IXdOPXH1Ad3,181,completed,484.0,2022-07-22 11:55:49,908
9451,wc_order_iGDGV7w6lWhgB,720,completed,846.45,2022-07-18 13:19:33,823
9452,wc_order_ouq6FBs8TEU7k,922,completed,242.0,2022-08-03 16:38:35,911
9453,wc_order_XcaZae0SFPn1h,137,completed,110.0,2022-07-18 14:08:24,910
9455,wc_order_Gfw07L0AF517X,2661,completed,37.92,2022-07-19 14:19:35,
9457,wc_order_LA0ynJieTxZkE,1678,completed,578.6,2022-09-09 09:11:03,932
9459,wc_order_pSCpaa7hXU5VW,1073,completed,198.0,2022-08-05 13:30:43,912
9462,wc_order_kYY3k95HBMBLV,93,completed,9581.0,2022-12-08 14:35:18,914
9463,wc_order_pGWUvIO8qRKtm,178,completed,110.0,2022-08-04 14:42:18,913
9464,wc_order_bSh28ouocqGsx,2662,completed,1492.81,2022-08-24 15:24:39,
9467,wc_order_WwPSXwM2QpxOn,118,completed,466.95,2022-07-25 15:23:48,697
9479,wc_order_H1MGQF319Aun2,716,completed,1657.7,2022-07-26 16:10:58,581
9480,wc_order_we46X7lK8L3Yq,148,completed,737.0,2022-07-27 15:16:47,462
9481,wc_order_WMEFRbYR7mFKF,267,completed,1496.0,2022-07-27 15:10:53,868
9482,wc_order_mFUDfNMcYXQf6,147,completed,796.95,2022-07-28 14:06:58,696
9484,wc_order_HVVJNAAQxAqg4,1342,completed,2885.3,2022-09-16 15:54:08,922
9485,wc_order_w4cSEcSKS5MS9,1493,completed,748.0,2022-11-17 15:30:30,917
9486,wc_order_viO3mXCyfRLm1,1554,completed,3609.82,2022-08-09 14:03:30,
9489,wc_order_gZkV0Pcau4Mzw,2332,completed,1291.95,2022-07-28 15:14:14,643
9490,wc_order_R2lHheYTGFo6k,1860,completed,3652.0,2022-07-28 16:00:37,869
9492,wc_order_kYxNqtA7SIv00,1496,completed,4458.96,2023-02-10 05:41:14,
9493,wc_order_Nz4KYBG4doIVm,2343,completed,704.0,2022-07-31 11:36:26,619
9494,wc_order_ZqT8t0swsmfyw,280,completed,1496.0,2022-11-18 15:16:36,923
9495,wc_order_vjxZyGFSHFap5,169,completed,124.49,2022-08-01 11:57:20,
9497,wc_order_IyeQXdwUyMxfK,206,completed,1938.75,2022-08-10 15:07:40,918
9501,wc_order_ZJdbSiK7oCMc5,378,completed,385.0,2022-10-28 07:11:25,919
9504,wc_order_xzF05w75cHZ1E,500,completed,660.0,2022-08-11 15:17:18,920
9505,wc_order_HsLsJlszt9cn5,2529,completed,808.5,2022-09-01 15:01:04,926
9508,wc_order_viFTNv05YLubj,1608,completed,888.8,2022-08-31 08:29:16,921
9509,wc_order_pZIEDGvb6w7Yt,922,completed,427.25,2022-08-08 08:54:25,
9510,wc_order_GQpmf5Oxp5TpP,1664,completed,1628.0,2022-11-24 16:33:23,959
9511,wc_order_N5HV0EMr8Wbg7,1677,completed,660.0,2023-01-19 12:41:55,931
9513,wc_order_Ovr8nNIDfJto2,2530,completed,1776.5,2022-08-30 15:54:35,924
9514,wc_order_Wky4IEHPkV1Vj,1019,completed,2722.5,2022-10-27 13:27:20,925
9517,wc_order_iZpSOWWxkQGw3,1015,completed,748.0,2022-08-24 15:36:49,928
9520,wc_order_iTUZn1uL2gCMn,1093,completed,1237.5,2022-08-10 14:52:34,867
9528,wc_order_U64puN7Fzwk9m,2580,completed,3453.45,2023-02-09 13:04:30,
9529,wc_order_mISC0A06muIYg,261,completed,135.3,2022-08-11 16:47:23,
9535,wc_order_HCkmVbIFRJxmR,149,completed,891.0,2023-07-27 14:29:59,933
9541,wc_order_cqSHhVQuvgWag,2669,completed,176.0,2023-06-13 20:25:24,990
9542,wc_order_tHsCl1syBgvtL,305,completed,3958.89,2022-08-23 13:42:48,
9547,wc_order_kOU5NLHv2GQwI,140,completed,1089.0,2022-10-25 06:21:48,935
9548,wc_order_dRg0xe3EOxSF0,2610,completed,924.0,2022-11-16 06:27:06,936
9549,wc_order_ej5FXIBDifNWF,274,completed,1804.0,2022-08-26 14:54:43,937
9550,wc_order_D8LQgWXRyOvHh,219,completed,2464.0,2022-08-24 15:34:36,940
9551,wc_order_yExrP1pzLT6LO,341,completed,550.0,2022-10-13 16:59:49,938
9553,wc_order_XhwYvE7YLTRtV,225,completed,600.6,2022-10-13 17:04:24,939
9555,wc_order_uztDqLdeAjpRZ,2670,completed,242.0,2022-08-31 14:55:56,941
9557,wc_order_kvpKpBSSnmpjc,1584,completed,4917.0,2022-09-12 10:33:15,
9559,wc_order_Ypi38r2ue5uLI,1660,completed,1012.0,2022-10-12 17:12:33,945
9560,wc_order_ILwQV09k6yOce,2666,completed,371.69,2022-09-14 12:19:31,942
9561,wc_order_LPSnjkDoMVioy,2671,completed,430.1,2022-08-23 14:54:13,
9563,wc_order_0ZyqVABjRIMxD,2672,completed,2595.22,2022-10-20 09:30:07,
9567,wc_order_NDG5qzPPIdNP3,1826,completed,506.44,2022-09-07 15:50:43,944
9571,wc_order_NQltXkY8MQwHQ,250,completed,1219.67,2022-08-29 09:22:08,
9576,wc_order_ZrNCo3310CNNE,1514,completed,4761.42,2023-03-20 10:16:02,
9578,wc_order_STLlLvRWZcvQH,1722,completed,506.0,2022-10-12 17:19:59,946
9582,wc_order_nC0FaXmqiIWw4,1686,completed,2992.0,2022-10-14 16:53:53,947
9583,wc_order_k6OyckUPoC91c,316,completed,748.0,2022-11-21 11:29:22,948
9585,wc_order_6mc5a6y4S8JNi,248,completed,1012.0,2022-11-30 15:48:54,949
9586,wc_order_GDHF8vzxAcXHI,969,completed,660.0,2022-09-12 17:15:38,951
9587,wc_order_7EEBldSqjQgL4,1636,completed,1188.0,2022-09-29 17:22:54,950
9590,wc_order_Umb2sSX4EWqqS,2674,completed,3821.95,2022-11-09 10:45:44,
9619,wc_order_LVeSKtwTg3P7J,541,completed,665.5,2022-11-15 13:57:43,952
9622,wc_order_1JiWKQeL2WfIt,286,completed,4412.27,2022-09-01 10:11:03,
9623,wc_order_CK4inqaTFbb9A,1255,completed,442.2,2022-11-08 15:13:12,968
9624,wc_order_grlIbEL73goX9,251,completed,715.01,2022-11-25 14:19:42,953
9625,wc_order_SbWBsg44ET57z,2633,completed,836.0,2022-08-31 15:18:22,824
9629,wc_order_MF6MJVOXIGa9i,364,completed,836.0,2022-11-18 15:18:39,1014
9637,wc_order_5TtMBhuA9jgNe,144,completed,3305.5,2022-09-01 13:04:40,
9638,wc_order_NNHQNXZNenDeB,2666,completed,275.0,2022-09-29 10:06:20,954
9640,wc_order_yxViy052S8vFa,1811,completed,6477.99,2022-09-19 10:46:23,
9641,wc_order_sTsc1p2SQv2I0,1652,completed,4575.31,2022-09-05 09:01:21,
9645,wc_order_DPDMAQthQCCx0,26,completed,1188.0,2022-11-23 14:29:52,956
9647,wc_order_BrkoLJhYOHBja,2310,completed,176.0,2022-09-06 14:16:43,
9649,wc_order_i75s9bIbkzBnm,2677,completed,454.86,2022-09-28 17:22:54,
9650,wc_order_Cv4iNXXkjyeMT,2678,completed,170.5,2022-09-14 12:20:46,955
9651,wc_order_jb7yeUl0Z7IeE,377,completed,2068.0,2022-09-07 15:51:12,843
9654,wc_order_EfON1te7ayRgl,365,completed,4455.0,2022-09-08 10:44:57,
9656,wc_order_RVmfQbAKpRTWd,184,completed,2283.6,2022-12-14 14:15:09,957
9657,wc_order_66pUtjfxYjwW5,2679,completed,4100.13,2022-10-11 10:43:56,
9660,wc_order_hEtSGsBLXcea6,51,completed,389.4,2022-09-08 13:05:37,
9661,wc_order_X466OUZQPOgqP,1537,completed,660.0,2022-10-19 12:42:29,958
9663,wc_order_p3jilQ7a8GpLi,79,completed,792.0,2022-10-28 15:09:09,960
9668,wc_order_jHG4bGe5XPrBf,667,completed,386.1,2022-10-18 12:31:28,962
9669,wc_order_imXWrSUZSAUcm,1069,completed,104.5,2022-09-15 11:36:13,963
9670,wc_order_Ga4Gdz5cxTgHq,1431,completed,2246.06,2022-10-13 09:59:51,
9672,wc_order_naIyYQvpku0Ax,1638,completed,2931.72,2022-12-05 13:28:39,
9673,wc_order_XTVfjevMOcGzL,1638,completed,3080.0,2022-10-06 13:26:33,964
9674,wc_order_xnfKnD7nhmNAu,1638,completed,909.7,2022-12-05 13:28:43,
9675,wc_order_2jHMJqZfBFsT1,468,completed,1980.0,2022-11-17 15:29:19,982
9676,wc_order_sFXw5ZPkASHuE,560,completed,1015.26,2022-09-16 11:22:17,
9679,wc_order_S9azwbxzbecPq,413,completed,2446.66,2022-09-16 12:52:19,
9683,wc_order_6I3RJsvDPjt5X,2378,completed,214.5,2022-10-25 16:13:19,965
9688,wc_order_U4ZKfhxE6yoBN,2397,completed,401.5,2022-09-28 07:43:21,966
9689,wc_order_O0JLbtlnfp3fM,2681,completed,170.5,2022-09-28 07:44:16,967
9694,wc_order_W6rCW6XMShbyU,1605,completed,889.9,2022-10-18 13:56:43,969
9695,wc_order_fAoy36wv4RA02,1609,completed,704.0,2022-10-12 17:01:36,970
9700,wc_order_qjtcNxCoXRpqM,2597,completed,489.27,2022-10-18 09:50:34,
9701,wc_order_O6WTE1wqa8Hgt,2597,completed,423.5,2023-03-24 06:40:17,989
9704,wc_order_VTotkGoJJ97n8,2321,completed,332.2,2022-10-03 09:44:07,
9705,wc_order_VSEGV6GVy7sUs,2683,completed,275.0,2022-10-19 14:30:49,973
9706,wc_order_ZKXLac6gen18n,136,completed,1540.0,2023-02-15 15:09:18,978
9707,wc_order_3CzE4FVF40s3S,309,completed,4386.8,2023-01-12 15:34:20,972
9708,wc_order_VOuqOf0ViHAWD,176,completed,88.0,2022-10-31 12:16:39,974
9709,wc_order_sAwBwNHI2y9aB,2397,completed,264.0,2022-10-20 13:02:15,979
9710,wc_order_9AeYqNfefXFY4,2684,completed,170.5,2022-10-19 12:45:41,976
9711,wc_order_f08FQEgAb2lGg,123,completed,1138.5,2022-11-03 12:54:09,977
9712,wc_order_k7LfmVEcNDnnG,109,completed,709.5,2022-10-13 16:45:32,975
9713,wc_order_fjvOwS30grtZi,2341,completed,1061.84,2022-10-06 10:42:46,
9715,wc_order_4XEaTnHI9WSYE,2687,completed,1391.5,2022-11-03 14:59:15,980
9720,wc_order_QFHbT66Brv6U4,1360,completed,652.3,2022-10-10 09:35:11,
9721,wc_order_u4TTUK7V8cuhJ,48,completed,718.3,2022-11-24 15:10:57,983
9722,wc_order_f87Z8rlLc5Zg1,19,completed,308.0,2022-11-24 16:25:21,985
9725,wc_order_avjw5xcdvZtXq,110,completed,3687.75,2022-10-11 15:59:26,485
9726,wc_order_xtgMtZhz0gEug,1516,completed,3484.91,2022-10-11 13:45:47,
9727,wc_order_mMbTSw0R65XDo,245,completed,454.97,2022-10-18 12:16:45,
9728,wc_order_Ui8auU5v8ofF6,1239,completed,1001.0,2022-11-14 19:18:29,986
9729,wc_order_nGoe5ClCqboy6,1609,completed,1465.15,2022-11-07 11:49:49,
9730,wc_order_grQtoPzYV1DJn,365,completed,1193.28,2023-03-20 15:05:16,994
9732,wc_order_gCWkObBlSV2pA,127,completed,199.65,2022-10-13 16:44:16,695
9733,wc_order_5N7IYXBxN93Kh,130,completed,610.5,2022-10-13 16:41:48,302
9734,wc_order_fIMD9SgfaRmKc,164,completed,4136.0,2022-12-16 15:15:39,984
9737,wc_order_VpaIK8G77t362,128,completed,1633.5,2022-10-13 16:49:46,376
9740,wc_order_4wB5QAI2eJNoS,121,completed,929.5,2022-10-14 15:48:59,289
9743,wc_order_t4T5WJaF4VKLG,1642,completed,924.0,2023-01-27 07:55:49,987
9747,wc_order_T4GllJ7i4kS9w,2689,completed,385.0,2023-02-14 16:53:28,1054
9751,wc_order_b5aaNSX6fAaQW,1623,completed,198.0,2022-10-20 11:26:00,988
9752,wc_order_IpoGJ84u4r4d5,1605,completed,2833.09,2022-11-03 12:39:53,
9753,wc_order_EbrMo5IDH7zR1,257,completed,880.0,2022-11-14 19:11:52,993
9754,wc_order_S0DlnMQ5pj880,227,completed,1169.3,2022-11-28 15:43:42,991
9755,wc_order_vmdnCYv8ANgjm,190,completed,2684.0,2022-11-09 15:49:56,992
9756,wc_order_sqDYChaLsRkX6,740,completed,2382.23,2022-11-03 09:23:36,
9758,wc_order_mZD5imkyHEhm0,14,completed,49.5,2022-11-24 15:11:14,995
9759,wc_order_D82cidTUHmytL,10,completed,836.0,2023-05-01 17:31:13,1000
9761,wc_order_8zbnBrOd6bCAn,1623,completed,452.13,2022-10-20 10:30:06,
9762,wc_order_mWfk2M4JhlmPu,1463,completed,1276.0,2022-12-01 13:44:15,996
9763,wc_order_tvnjilAPPeva5,1631,completed,632.5,2022-11-30 06:55:55,997
9764,wc_order_HRRH8fv3bSQRM,600,completed,2944.7,2022-11-01 10:21:30,
9767,wc_order_AXyh7cTygzJvB,1350,completed,2365.99,2023-05-01 09:43:22,
9773,wc_order_Wwayp6bAn2SM6,324,completed,2464.0,2022-12-14 14:11:45,1002
9775,wc_order_IeDVISSjpA5HY,2641,completed,1683.0,2023-03-21 15:33:56,1095
9778,wc_order_rMrhJYeRZVJyN,654,completed,2277.0,2024-10-22 08:39:39,1004
9779,wc_order_I1YMHaZ5UBHY1,2690,completed,176.0,2022-10-28 15:13:02,1005
9781,wc_order_tD7OqvQYHSIV0,2630,completed,478.5,2022-10-26 14:28:39,802
9782,wc_order_IjEJpALKETWrs,11,completed,2171.4,2023-05-02 16:39:49,1006
9783,wc_order_nBUq6QLnAggde,2692,completed,764.5,2022-12-19 17:19:26,1011
9785,wc_order_dyfts6RzS60p2,2693,completed,1386.0,2022-12-02 14:07:45,1012
9786,wc_order_mXKM9fIvm8iRi,2341,completed,675.4,2023-07-28 11:09:32,1008
9813,wc_order_GH1hT8aiEhqFs,255,completed,1813.9,2023-06-20 16:22:55,1145
9819,wc_order_79wLWA8nV8KCy,1188,completed,880.0,2022-12-01 13:39:47,1010
9820,wc_order_SmZBuYl7o3w8D,265,completed,951.5,2022-12-05 15:53:04,1013
9821,wc_order_kcjKrPvmhW4B8,2599,completed,1408.0,2023-03-24 06:38:25,1016
9825,wc_order_4JIB5Q2lPFEdl,123,completed,601.62,2022-11-08 08:56:02,
9829,wc_order_dIy9akXn2rEyB,2477,completed,9863.46,2022-11-28 10:13:15,
9831,wc_order_Ms4N73bAOREDT,1015,completed,3107.5,2022-11-07 08:48:21,
9835,wc_order_eAkZH8bpm7U9Z,232,completed,1197.16,2022-11-07 10:20:41,
9838,wc_order_v0e8lKPRteA3l,195,completed,2024.0,2023-02-06 16:02:15,1049
9839,wc_order_rZ2YX1BvzTyG0,2698,completed,3747.7,2023-01-18 12:52:51,1022
9840,wc_order_v1LrnyrwxTyFa,2699,completed,176.0,2022-11-14 15:01:13,1018
9848,wc_order_PqONrcFzf3rCD,246,completed,660.0,2023-02-17 11:55:28,1030
9849,wc_order_H2eTsTV2Lbl3F,1852,completed,1760.0,2022-11-11 14:15:00,1017
9850,wc_order_Tk69pa1En0AAc,1444,completed,1502.6,2022-11-09 13:19:47,
9852,wc_order_KvUW0zrZ6xb2L,560,completed,568.43,2022-11-14 09:03:18,
9853,wc_order_xCixUZhzK77cD,1859,completed,2318.33,2022-11-10 09:57:24,
9854,wc_order_6mWvYYG1Hb8YG,2700,completed,280.5,2023-01-11 15:29:36,1032
9856,wc_order_kVM5MjPZwSrAr,2701,completed,935.0,2023-10-20 12:18:58,1019
9857,wc_order_Z2TS5OIz6Aeod,985,completed,1661.0,2023-03-15 15:33:52,1021
9859,wc_order_2jBB7h5C9xRij,187,completed,4224.0,2022-11-25 14:23:50,1020
9860,wc_order_Ruw91cPO8Mpqz,248,completed,816.53,2022-11-10 12:12:27,
9861,wc_order_VHR11A4hstWbl,2702,completed,176.0,2022-11-21 15:04:04,1023
9907,wc_order_LVurlrts5PMT7,214,completed,2611.09,2022-11-18 07:56:37,
9928,wc_order_Jd5l9TNyyqMmu,185,completed,2288.0,2023-01-27 07:58:41,1027
9929,wc_order_DXhyYTcyFVZYe,336,completed,4004.49,2022-11-17 09:56:24,
9930,wc_order_6FUe5uJK4PyLh,2679,completed,2370.84,2022-11-15 10:34:33,
9931,wc_order_pj3gFgchvOw8E,261,completed,626.73,2022-11-15 11:21:56,
9932,wc_order_L6SIlzMRiDq8I,1584,completed,332.2,2022-11-21 09:52:46,
9933,wc_order_8bv7j2PU4r4ib,2703,completed,748.0,2022-12-07 16:05:16,1025
9934,wc_order_z8U62Sd640Br6,541,completed,2981.51,2023-05-24 12:04:23,
9936,wc_order_H9D5D6KcA4VFj,2704,completed,176.0,2022-11-17 15:49:58,1026
9941,wc_order_50XV1nxxtaitk,1503,completed,2363.9,2023-04-06 14:28:53,1058
9943,wc_order_DgEuj3REBcgZu,280,completed,8737.91,2022-12-01 10:28:07,
9946,wc_order_Jw6mXUTO4EWsJ,278,completed,592.9,2022-12-01 10:23:21,
9947,wc_order_6R7qzDwAIsAKG,178,completed,511.5,2022-11-28 15:46:24,1031
9957,wc_order_moPka3rXR0SDA,1840,completed,785.36,2022-11-21 12:58:55,
10001,wc_order_252JDda95WrI3,219,completed,626.73,2022-11-22 08:04:05,
10002,wc_order_QAUGXX2xpWT3e,166,completed,8656.49,2023-02-22 10:35:23,
10004,wc_order_dKp2yRKGVjcsC,677,completed,1886.5,2022-11-22 11:38:41,
10006,wc_order_JVrIcaPhSKo0U,67,completed,3605.38,2022-11-24 11:04:30,
10012,wc_order_N0pWpkIkPiZOC,1571,completed,2032.06,2022-11-29 11:35:35,
10030,wc_order_7P1PVQ3zN4BGJ,418,completed,571.42,2022-11-24 14:17:06,
10031,wc_order_MFgp3oLE7ctl6,261,completed,660.0,2022-12-14 06:43:46,1033
10111,wc_order_yw5MZhiMkDOjR,94,completed,4499.0,2023-02-14 16:51:38,1048
10114,wc_order_2G2lSQGsnx9Tz,23,completed,869.62,2022-12-05 07:51:24,
10115,wc_order_NWO7IhEmAOTod,181,completed,473.0,2022-11-30 13:23:58,1034
10123,wc_order_f5Ykg2GRrOy21,1631,completed,626.73,2022-11-29 08:41:53,
10124,wc_order_7XgVvkg3sW09b,2707,completed,181.5,2023-10-17 15:37:33,1107
10127,wc_order_sWySHEdtTOCOk,2605,completed,4528.5,2022-11-29 13:22:59,
10132,wc_order_wIF3nyACGL8SI,2545,completed,408.1,2022-12-01 11:15:39,
10134,wc_order_6DsmE097LI8t5,2408,completed,1463.0,2023-01-31 15:02:07,1035
10137,wc_order_fuEkVx9x1uN0k,2368,completed,249.34,2022-12-05 10:18:20,
10145,wc_order_ws2geVHGkF624,418,completed,571.55,2022-12-05 12:00:24,
10152,wc_order_fEXurhs0MOtMk,198,completed,3168.0,2023-02-21 15:41:33,1043
10155,wc_order_dR2rUfIY0QGb5,2712,completed,97.09,2022-12-18 17:53:06,
10156,wc_order_YmaplTv3L5y2V,2397,completed,4356.0,2023-02-23 16:17:27,1039
10157,wc_order_jsQbYuxEaPXPW,2713,completed,269.5,2023-06-07 15:48:06,1036
10159,wc_order_pqGaAlZv3Xa54,1607,completed,1317.8,2023-01-23 15:00:05,1037
10163,wc_order_VgUNxWAqKQEVk,2464,completed,924.0,2023-01-20 15:06:28,1038
10164,wc_order_hMyZd01CyZoJi,2717,completed,907.5,2023-01-27 11:32:41,1040
10167,wc_order_0MxzXDnej8AuI,2718,completed,1298.0,2023-02-21 15:40:44,1044
10171,wc_order_VYsmsVEGuI9RT,198,completed,631.35,2023-02-14 13:07:19,
10172,wc_order_d5Jv7W5csO9vJ,2720,completed,236.5,2023-02-06 16:00:06,1045
10173,wc_order_JNybWbNsaMsXl,2721,completed,104.5,2023-01-18 15:06:12,1046
10182,wc_order_AAt7zbPVljpNP,350,completed,1881.0,2023-02-09 14:06:22,1047
10184,wc_order_1Kfyzudy0Vlp7,1342,completed,165.01,2023-01-25 08:43:53,
10190,wc_order_WVUoYpBGhTXox,283,completed,836.0,2023-04-20 15:24:32,1102
10199,wc_order_OX1qdmhtsxJdG,2703,completed,572.0,2023-02-16 15:32:36,1050
10202,wc_order_HLSEp6mBqr6qY,324,completed,427.34,2023-02-01 10:05:46,
10204,wc_order_HKRiWwr4nNzqJ,1129,completed,2603.25,2023-02-02 12:30:28,
